file-size,num of blocks,enc block size,tag size,setup params size,blockGen time,proofGen time,proofVer time
10,10,416,16,1584,1.055281162261963,0.9437799453735352,0.10498714447021484
20,20,416,16,1584,2.056414842605591,1.9495561122894287,0.10277891159057617
