file-size,num of blocks,enc block size,tag size,setup params size,blockGen time,proofGen time,proofVer time
10,10,416,16,1184,0.04550933837890625,0.05252408981323242,0.00740504264831543
20,20,416,16,1184,0.0890040397644043,0.10723209381103516,0.006131887435913086
